1;"Allgemein sollte das Essen in der Mensa und Cafeteria subventioniert werden. Wir als Studenten zahlen 110€ im Semesterbeitrag an das Studierendenwerk, das Angebot in der Cafeteria und der Mensa sollte dementsprechen auch günstiger sein als vergleichbare Angebote außerhalb."
1;"Die individuelle Mobilität ist uns sehr wichtig. Das Deutschlandticket ist für viele aufgrund des Wegfalls der Personen- bzw. Fahrradmitnahme ein Downgrade. Daher stehen wir für ein freiwilliges vergünstigtes Semesterticket, das nicht zwangsläufig bezogen werden muss. Nicht jeder benötigt ein Ticket bzw. hat die Möglichkeit, dieses vernünftig im Alltag zu verwenden und ist auf ein Auto angewiesen."
1;"Wir möchten das Campusleben stärken und die Fachschaften tragen einen erheblichen Teil dazu bei."
1;"Die internationale Vernetzung mit anderen westlichen Demokratien, auch auf wissenschaftlicher Ebene, ist ein hohes Gut. Die UDE sollte gerade angesichts des Terrorangriffs der Hamas am 7. Oktober zur Partnerschaft mit Israel und seinen Universitäten stehen."
1;"Jeder kann in eine Situation kommen, in der er auf finanzielle Hilfe angewiesen ist. Das Sozialdarlehen bietet eine schnelle und unkomplizierte Lösung betroffenen Studenten zu helfen."
1;"Eine Abschaffung der Prüfungsversuche unterstützen wir, halten eine Regulierung der Prüfungsversuche in geänderter Form allerdings für sinnvoll."
0;"Hybride Lehre soll gestärkt werden, jedoch nur als ergänzendes Angebot. Der Fokus soll weiterhin auf Präsenzlehre liegen, damit die soziale Komponente des Studiums nicht zu kurz kommt."
-1;"Gendersternchen und Gendergaps sind unästhetisch, verwirrend und stören den Lesefluss. In offiziellen Dokumenten der Universität sollte darauf verzichtet werden."
1;"Wir bedauern den Wegfall der Personen- und Fahrradmitnahme aufgrund des nicht vollständig durchdachten Deutschlandtickets. Die Möglichkeit, nur ein Ticket in ganz Deutschland nutzen zu können, möchten wir jedoch grundsätzlich beibehalten. Allerdings setzen wir uns auch für eine Wiedereinführung der Personen- und Fahrradmitnahme mindestens im VRR-Gebiet ein."
1;"Menstruationsprodukte sind unverzichtbare Bestandteile der persönlichen Hygiene. Die kostenlose Bereitstellung wäre eine wichtige Unterstützungsleistung für Studentinnen."
1;"Mit dem Geld der Studenten soll sorgfältig umgegangen werden. Wir setzen uns für eine Reform der Akduell ein. Aktuell entspricht die Akduell nicht der Form einer Unizeitschrift."
-1;"Der RCDS hält eine Verpflichtung zu gendergerechter Sprache in wissenschaftlichen Arbeiten für eine ungerechtfertigte Einschränkung der Rechte der Studenten. Jeder Student sollte selbst entscheiden ob und wie er gendert."
1;"Die Studierendenwerke haben schon lange ein Problem mit der Finanzierung. Um ihre Arbeit sicherzustellen, ohne die Studenten zu belasten, ist eine höhere finanzielle Unterstützung durch das Land notwendig."
1;"Wir setzen uns für mehr Aufenthaltsplätze im Freien ein. Eine Prüfung geeigneter Flächen für eine zusätzliche nachhaltige Begrünung halten wir für sinnvoll."
0;"Wir setzen uns für flexiblere Fristen ein. Die generelle Abschaffung der Fristen halten wir nicht für sinnvoll bzw. möglich."
1;"Ohne Inflationsausgleich würde der BAföG-Satz faktisch von Jahr zu Jahr sinken. Wir stehen zur finanziellen Unterstützung der Studenten."
1;"Der Semesterbeitrag darf nicht weiter steigen. Wir setzen uns außerdem für Kosteneinsparungen und einen kleineren AStA ein, um den Semesterbeitrag senken zu können."
0;"Als RCDS unterstützen wir eine Erweiterung der Öffnungszeiten, insbesondere eine Öffnung der Cafeten am Wochenende. Jedoch sollte es bei einer solchen Erweiterung stets eine Kosten-Nutzen-Analyse geben."
1;"Die Hauptarbeit des AStA sollte die Vertretung der Interessen der Studierenden sein. Für ideologische Politik ist dabei kein Platz."
